Date,AMZN,AAPL,TSLA,GE,GILD,BA,NFLX,MS,LNVGY,BABA,LK,JOBS,CEO,TSM,JD,^GSPC,RF,Mkt_RF
2019-05-20,-0.005366521828183535,-0.031269954064684025,-0.0268682806024918,-0.012000093356790309,-0.007534607636143886,-0.006281236615067187,-0.01788694212758435,-0.00022786302940536185,-0.0525327819919138,-0.052603721427453065,-0.0868497852454504,-0.0033384040312579577,0.009442892424711857,-0.03950325682164968,-0.03241210757082069,-0.0067493779153879885,0.0065,-0.013249377915387987
2019-05-21,-0.0007799755750366177,0.01917098870014078,-0.0013634533933921666,0.008097229750801294,0.010021249096231477,0.016893828289557433,0.017695567267018486,0.011853306072060255,0.03498347483595876,0.017304692716566095,-0.06878026032591988,-0.0006978792839209547,-0.0070304350394641,0.01655472741011854,0.024329993365977964,0.008495835590448308,0.0065,0.001995835590448309
2019-05-22,0.0011628591654331277,-0.020471645795645088,-0.06022034025359513,-0.006023998791902296,-0.0003006593750193298,-0.016641142989580415,0.01541203641848865,-0.02027484212172581,-0.013392760174160911,-0.028146552351943188,-0.14887477986522213,-0.04134077021722993,-0.012989981916165183,-0.010178220175950492,-0.02822718472839425,-0.0028243962306494508,0.0065,-0.00932439623064945
2019-05-23,-0.02376756859546214,-0.017069647055726445,0.014320503239959148,-0.034343456686567575,0.010075057533424303,-0.006321207827971853,-0.02090462097013035,-0.017935174657748187,-0.031027838996868895,-0.01781780393143184,0.07050847199003574,0.0007284826952569379,-0.02833768903972156,-0.021336596127021323,-0.054197619699134836,-0.01191414994527018,0.0065,-0.01841414994527018
2019-05-24,0.004296411368915898,-0.0038406171699969516,-0.024860610074477263,-0.011506340045708274,-0.004168559408327499,0.012409071610842926,0.006189555226281618,0.005853374728644445,0.0,-0.0064102564102563875,-0.02976569146068897,-0.008443759068860746,0.016290286737939974,0.0034146732898956422,-0.014232249335464076,0.0013535590072402126,0.0065,-0.005146440992759787
2019-05-28,0.007212290050219838,-0.004134752354363891,-0.010124266321623665,-0.009524010860016974,-0.04365358552674259,-5.629372612991901e-05,0.0018905242316742399,-0.018389186024437842,-0.03935951899537349,-0.0012258222026210186,0.05156664042194725,0.027749219978147943,-0.010145760844263774,-0.014397918353670769,-0.0011397712630967227,-0.008375676922946718,0.0065,-0.014875676922946716
2019-05-29,-0.00938784042977836,-0.00476916780782799,0.00614728228101491,0.0010686154995422914,-0.00937945769894366,-0.017132642402033604,-0.016532403417872543,0.0004743950162600097,0.0006943423073371147,-0.015050719383758238,0.0707634603636158,-0.025714329310825845,0.002304708041452219,0.0010622976327347988,-0.010650463175911673,-0.0069119122568113145,0.0065,-0.013411912256811313
2019-05-30,-0.0015776225735774085,0.005186674392381629,-0.008637920413351985,0.010672287702801153,-0.0004734068737455299,0.003067636316602229,0.007617639805010512,-0.0085328862100581,-0.0041637449764017065,-0.009247038580980638,0.07246376811594213,0.028005920052443622,-0.002601978970514729,0.009286351288238848,0.013071901176315626,0.0020984713906617714,0.0065,-0.004401528609338228
2019-05-31,-0.022710756485539996,-0.018115547113074504,-0.016257557521679122,-0.0031679995131771443,-0.01720872388830541,-0.023608692594116132,-0.02435699069363506,-0.027253149455038095,-0.024390309805899957,-0.011981285030974065,0.08648650710647177,0.003423161627160276,-0.014924411458885678,0.008149287071585132,-0.02239089730726529,-0.01319537280847849,0.0065,-0.019695372808478488
2019-06-03,-0.04640944152935211,-0.010110272465150394,-0.03343062019628307,0.009533897658408508,0.022168716861212356,-0.007962252405793402,-0.019371923561325333,0.0009829076632577038,0.0,0.004354878595708822,0.026368097972051974,0.00014217677963634934,0.015581576437693423,0.012255469674262054,0.0,-0.0027652403144732274,0.0065,-0.009265240314473226
2019-06-04,0.02178196743868477,0.03658392351874906,0.08174561678543579,0.04931810799471381,0.010843929990368872,0.01690810116585184,0.04981727347658693,0.0429660580366813,-0.01785713884711415,0.02828357101459189,-0.04071731843967963,-0.005258708689203639,-0.00046297625845082013,0.006182528187545833,0.04037263194635665,0.021432370568193138,0.0065,0.014932370568193139
2019-06-05,0.005168910649751446,0.016143381389298606,0.015444203354884278,-0.011000061565537678,0.001865658760694,0.011984174733218333,0.006593144114558802,-0.0011770508152147974,0.02981822072932583,-0.01621797015236226,-0.05760491380789268,-0.005572216053035817,-0.015839220749506944,-0.021249403619157392,-0.022761146282399447,0.008161854781411959,0.0065,0.0016618547814119594
2019-06-06,0.009122798591638004,0.014681649824820564,0.04761172479460041,0.0030333665464390425,-0.011017987961080777,0.005419492604348264,0.003935551832139783,0.008955921137942857,0.021892693939228325,-0.0009890794759066512,-0.05201068810697029,-0.0007183250497033722,0.012849852645606452,0.005492958814773852,0.001909096450591008,0.006135586748687638,0.0065,-0.0003644132513123616
2019-06-07,0.028312344307920956,0.02661710582748933,-0.007040473670762215,0.006048386120759641,0.02541969070120853,0.008726883735833635,0.010472349517655966,-0.0025695133992155172,0.0020733123177623103,0.01801977377913566,0.07409499113859641,0.021998543668765524,0.007034120768284247,0.009885542367725764,0.02134144324798215,0.01049769746289475,0.0065,0.003997697462894751
2019-06-10,0.03137418705164108,0.012779386562825845,0.0409779614967416,0.007014155249164045,0.01178281302645412,0.0002825992312458503,-0.024551737388655237,0.013817303688775429,0.020689647695928626,0.03643915276963905,-0.02843596707146856,0.01660101680892523,0.011725232674197228,0.0206081467428314,0.01716421660136369,0.0046600444669098184,0.0065,-0.0018399555330901813
2019-06-11,0.0016499498992310624,0.011579541857564823,0.01982332654752783,0.006965108420249555,-0.00030260034810025704,-0.012634246110133085,-0.00210227189972767,0.008777910927245669,0.028378311685175905,0.017516344610931878,-0.0460704794753789,0.030999139185555302,0.002157569784287716,0.008581436022899291,0.027145992843174538,-0.00034988023558091275,0.0065,-0.0068498802355809124
2019-06-12,-0.004496434566917951,-0.003182517532876128,-0.0361123225445279,0.015810304814385834,0.010287495048274975,-0.006584028323489366,-0.01625527837180496,-0.02404377735559382,-0.003942152658818587,-0.016046730453692204,0.033522735215907984,-0.024026857926541578,-0.028849128695474402,-0.012512589037996125,-0.027142865317208442,-0.0020375791387226005,0.0065,-0.0085375791387226
2019-06-13,0.008074134366433672,-0.00020602855148654786,0.02222116693893894,0.0029181937806239677,0.012698409819653866,0.005273284190506544,-0.006163922033398328,0.007742717260507792,-0.007915578590575012,0.0018121004566862275,-0.012644389380545795,-0.013340685365381466,0.0092474364389028,-0.0002532633662665207,0.011013257963653267,0.004097381912668174,0.0065,-0.0024026180873318254
2019-06-14,-0.0003368469584370537,-0.007262454079598468,0.0047216038812150085,-0.007759517738715527,-0.009404371685497459,-0.004872977326534245,-0.010773612580034952,-0.003026731889447243,-0.029255268373094556,-0.013908786266271567,0.07071272397010597,-0.013521065647996044,-0.013367356263514818,-0.040811302362292134,-0.01779236246105309,-0.001611511904139773,0.0065,-0.008111511904139772
2019-06-17,0.008750199215386889,0.005966768467417838,0.047040743173720756,-0.017595118492525152,0.011151177052618921,0.022295194943223073,0.03205481935270549,-0.007239639647698248,0.003424584527504493,0.011448434463744883,0.10088406553503271,-0.007912923345441691,0.011640244234881303,-0.0047568227752439185,0.010351227155004361,0.0009317492412306283,0.0065,-0.005568250758769371
2019-06-18,0.008133468493092488,0.02351835620879794,-0.0012886872096607993,0.036815846130556995,0.016393393772100362,0.05370526531066777,0.018538589043752385,0.01952476834364414,0.02662118140550307,0.035019640525800755,-0.02220119563819911,0.04956563740652742,0.028420609402860064,0.04115779547984544,0.03402855132718452,0.009717399870633026,0.0065,0.003217399870633026
2019-06-19,0.003902472409035296,-0.00292269473604001,0.007519743315050453,-0.007677602984765608,0.0008800208184029934,-0.01443999858420797,0.01792113010749863,-0.004614594458196675,0.027925606966776373,-0.00030202280604074705,-0.03671498554930075,0.005563794532926547,0.014734667768248277,0.004845704991121913,0.014154268056992825,0.002985163546397107,0.0065,-0.0035148364536028926
2019-06-20,0.004924534470206465,0.008035685806492943,-0.03007550971224837,0.02804647924675341,0.004541409501937599,0.01714780071373223,0.004648994532574946,0.007417709739227396,0.007761841405651948,0.016862040208650564,-0.007522548370752169,0.042105301090818115,0.026691565063275746,0.028172558866629505,0.016050278934765183,0.009472185190685156,0.0065,0.0029721851906851565
2019-06-21,-0.003591871914975231,-0.0034093183125640802,0.010199477819668346,-0.014111184317762038,0.011812674042560367,-0.008109304751917845,0.010952602868456784,0.0027611481955129857,-0.036585235429485996,-0.004160457344678625,-0.03335026398320684,-0.03328152880338453,0.006396756539562842,0.0002467996945247908,-0.002060486660775629,-0.0012592227925193322,0.0065,-0.007759222792519332
2019-06-24,0.001360317856702542,-0.0010060415937408473,0.008023054622246839,-0.019083755039556283,-0.007783175908352313,0.005782024301782318,0.004956575207056391,-0.01170247575541672,0.005995958430367487,0.0032826203625189176,-0.049137410765642486,-0.0021433845792208084,-0.003148975692497169,0.0187546685591371,-0.005161721310630751,-0.0017318870104667816,0.0065,-0.00823188701046678
2019-06-25,-0.018616439954182384,-0.015157585853559752,-0.017349332978086385,-0.005836480991285198,-0.005229524675697705,-0.012486965829558105,-0.028945721497990018,-0.009519377064415302,-0.011258288119206372,-0.01368234960289938,-0.0076966076353292,-0.058799803718994514,-0.01398064772234009,-0.02651349058164354,-0.014181938760847501,-0.009496397343734198,0.0065,-0.015996397343734196
2019-06-26,0.010413804362547907,0.021629085943119186,-0.002229695429159073,0.004892334894035066,-0.02628502346567385,0.015217144400332172,0.005273451230740189,0.007735550404486924,0.020093623778743908,0.01924006262177458,0.0,0.06019114511432555,0.020289515322038376,0.0041110782842765925,0.057543838233278466,-0.0012339337557076835,0.0065,-0.007733933755707683
2019-06-27,0.0033986570933870475,-0.0003002481973575222,0.016281313002546982,0.0126580680337256,0.005998901406874424,-0.029124637467861203,0.021590216850050137,0.011630500243485331,0.014445253785880796,0.011302374940733273,0.01939060367111267,0.0014798951653678394,-0.0029073928421921025,0.013050151407465016,0.004976825776924931,0.003823175554131808,0.0065,-0.0026768244458681917
2019-06-28,-0.005592677678815328,-0.009111906468999176,0.002782277578280201,0.010587141737704586,0.00715550463307113,-2.7484362294050158e-05,-0.007296853601477582,0.007357921572934023,0.0019417334802414032,-0.008484476302090815,0.059239139955751474,0.014239622834887777,-0.006589660531088892,-0.010608661473886727,0.0,0.0057574526279098315,0.0065,-0.0007425473720901682
2019-07-01,0.015082110259023285,0.01834079796493482,0.01660245106156344,0.012380955688201079,0.003996423368007651,-0.020741106323787784,0.01981922746960829,0.003195634796928415,0.022609813305077386,0.03304813339846868,-0.017957946925601598,0.020927176570260775,0.021896080899546755,0.05642068297222691,0.029712763001895848,0.007672301032188189,0.0065,0.0011723010321881893
2019-07-02,0.006305369165876096,0.005854308189962465,-0.011533175206229873,-0.000940671528081638,0.014890203307207361,-0.006452332720850995,0.0022156608615651052,-0.0027302734903380532,0.008843991406378926,0.00228502650391893,-0.018808710265561968,-0.005448860391387589,-0.013442088951488351,-0.014016529665053512,0.00833601232542236,0.002928125887423194,0.0065,-0.0035718741125768056
